tweetID,userID
783411580906065920,705223262209310724
783411598056628224,186506052
783411603840507904,1576652210
783411617690226688,68131409
783411627899183104,184309528
783411630059220992,51111741
783411630797418496,502436036
783411645649264640,779378588957147136
783411660987904000,208275450
783411680088825857,97197130
783411692092948481,1860423612
783411700691120128,385041928
783411705787273216,4060827133
783411714716999681,291781576
783411722115624961,44669112
783411726746128384,147431985
783411728361086976,23394247
783411731527770112,3234168157
783411758882959360,466028132
783411782492696577,3180679291
783411807226474496,1450257787
783411834510508033,709532601032286209
783411839292076032,3919150883
783411847399563264,3886099279
783411863501410304,762084834864877568
783411866143948801,549702099
783411870623490050,812185596
783411881906151425,4350900315
783411921877733376,142715397
783411923375173632,705770005636321280
783411929469497344,782796807810248704
783411969097363456,77674335
783411970494066688,95580976
783411988172972032,2318167999
783411992769945600,2903124603
783412025712082944,759050999847714816
783412028811509760,35945350
783412029738528768,4261786212
783412038823448578,763877264043810816
783412049288323081,259094582
783412056804450304,732692213440860161
783412060101148673,30552169
783412070054174720,318188424
783412070695989248,781690875286024192
783412085057134592,23479954
783412086860840960,782721269754200064
783412111519145987,704126856186994688
783412113129611264,3330295799
783412113180098561,759063038683148288
783412114018869248,104714328
783412117428924416,714453708105519105
783412145249804288,4431568114
783412152589754369,107766082
783412163251691524,69483012
783412178686734338,4239668853
783412184277811200,345712976
783412193312313344,40782593
783412193509400577,48071635
783412199012327424,3026020697
783412202405564416,778734320
783412206943821824,702651058586329088
783412213679853568,3153844428
783412215986655233,709532601032286209
783412231392288768,32495439
783412232373825536,783408079836700672
783412233829289984,10861222
783412240485462016,4899519554
783412253454327810,220053608
783412294357291008,3098500169
783412303274319872,3403554208
783412308835840000,887917454
783412309297430528,49475369
783412309813174272,374547405
783412319330205696,2984804116
783412325655216128,3582735147
783412331808165888,58630346
783412338179252224,766732293272510464
783412339731202048,783408079836700672
783412352364453889,3234026785
783412363299020800,4570982009
783412373436727296,716435263573073920
783412387659456512,3949709416
783412388267601920,244826844
783412394932383744,3280018782
783412404310999040,80001131
783412421243310081,714502162852741121
783412424787554304,1901818802
783412441505996800,361544166
783412445587116032,4342479933
783412470140502017,963195319
783412476738211840,214343084
783412481326739456,48688255
783412489656553472,1117647756
783412493024653312,422107965
783412494903631872,93355258
783412503313121280,735558960686632964
783412503845797888,1586166907
783412502499655680,762708618063904768
783412514495295489,32581605
783412526927282176,78733710
783412529586331649,374226275
783412536335040517,762708618063904768
783412540210552832,14060717
783412557553946628,750395718393733121
783412565376327680,276676432
783412571600719873,266894776
783412582761627649,61082642
783412591708155904,1455286956
783412610133811200,202417547
783412612293812224,743647778207784961
783412637010759681,508992733
783412637283549185,2763007723
783412643499573248,214343084
783412644480942080,708712844225806336
783412645353357316,23909902
783412647769145345,34981068
783412651623845889,763858140798525440
783412656031997952,1411391310
783412660066934785,3044580759
783412662415794176,2255567535
783412664764542976,771563682262241280
783412667302211584,22457064
783412669063827456,3299924978
783412669881528321,21565264
783412670779297792,764572902125608960
783412674809909248,15293839
783412676114472960,3282722508
783412679528493056,1370920754
783412682150010880,24626122
783412690836389888,296867794
783412699925323776,750918449401036800
783412707047243776,29724054
783412716518113280,2284959011
783412721970589696,2187093872
783412723199700992,545510456
783412743294574592,27344142
